PROLIFIC_PID,subj_id,debrief,suppression,simulation,heuristic
611ff6cc935b6de3fff0b896,113,"I tried to guess vowels first because that is what most people would do I believe. Then I would guess the most common used letters, s/t/n... and tried to pause to show I was ""thinking"". It was hard to guess wrong letters someone else might choose. I thought the one avoiding all the correct letters was for sure pretending but I was wrong. I assumed everyone was portending but I did bad on that part. ",0,1,1
61151fdceebe67102a0983ad,112,I tried to just be normal. It was hard to tell who pretends and who doesn't. I know how I played and tried to think of that. ,0,1,0
601e13b872774f263d64acac,110,"Not really, it was hard to not fill in the blank because it seemed so obvious. I had a horrible strategy for differentiating.",0,0,0
5eac8b777b60c8129709fc10,109,"My strategy was just to pick the letters I would normally pick if I didn't know the word. I always start with the vowels. When trying to figure out if a player was playing for real or not, I looked at how long it took them to pick the letters and how many guesses they took.",0,1,1
56f9364e895094000c8f4967,108,"no strategy, just tried to emulate what one would do",0,0,0
6151e70a336a52b8af712d41,108,"In pretending I started with vowels and a couple of most frequently occurring consonants.  The hardest part of pretending was allowing enough wait time, like when someone is giving a lot of thought to what comes next.   Regarding rating players, when someone picked a bunch of rarely occurring consonants, I figured that was a ruse by a pretender.  If there was a long pause, I thought that made the player seem more real than a pretender.",0,0,1
5e9b443223881d04be740737,105,For pretending I tried to imagine what letters I would normally pick and what I might pick based on the outcome of that letter choice. The timing was hard with pretending. I felt like I was going too fast. I based my decisions about real/pretend on the length of time and amount of incorrect guesses,0,1,0
5a78e410ae9a0b0001a97274,106,what i would normally do if i didn't which is to look for vowels first. looked at the time it took and whether it seemed like they chose odd letters,0,1,1
5ed559e5afbd830e2117ed55,104,"I chose the vowels first, which is someone would normally do they don't know the word. The most difficult part about pretending was not just choosing a lot of letters that are not in the word, which makes it take longer than it normally would.For telling between players who pretenders and who played for real, I thought that the players who chose the right letters right away (or soon after) were not playing for real.",0,0,1
60c57903a2db0249ed2779b1,103,I CLICKED THE LETTERS I WOULD HAVE NORMALLY PICKED UNTIL I SAW SOMETHING FORM. THE MOST DIFFICULT PART WAS ACTING LIKE I WAS REALLY GUESSING. NONE STRATEGY FOR THE LAST PART.,0,1,0
62162ab583fc823e78c025e2,102,"I chose to play the way I would without knowing. So that means starting with things like S,T,N,R,E,A, and keeping the category in mind used deduction. ",0,1,1
5e437d7404eaba215eafbd2a,101,"IT WAS HARD TO PRETEND WHEN I COULD SEE THE WORD, SO I JUST WENT WITH THE FIRST LETTER I WOULD HAVE PICKED BASED ON THE TYPE OF WORD AND LENGTH AND WENT FROM THERE. IF PLAYERS SEEMED TO TAKE FOREVER WHEN MOST LETTERS WERE FILLED IN IT SEEMED LIKE PRETEND.",0,1,0
627432e762e042e1335bcf19,100,Well i took my time and clicking on random letters.  Wasnt difficult.  They did like how i was doing. ,0,0,1
5d7ff85ffec5620017b07c40,99,"I just guessed like I would of guessed, when playing hangman.  The most difficult part of pretending is knowing when to complete the puzzle.  I had a hard time choosing between players.  I just guessed.",0,1,0
5f92e6e89b8ab203b90d1325,98,"I chose common letters, which I would typically do for a game like Wordle. The most difficult part about pretending was deciding how quickly to get the word right when it was a word that would otherwise be easy to guess.",0,1,1
5ea0f8b65669f80008176bec,97,"my strategy was to take my time and look as if I was thinking and to make enough ""wrong"" guesses.  I similarly watched for people who looked like they moved too fast.",0,0,1
5e2926d80beb030ede110e67,96,"I paused and pressed the wrong letters for every other letter. I didn't pretend if the answer seemed obvious by the letters revealed. With the others, it was easy to see them pretending to stall and then magically coming up with the correct letters. ",0,0,1
60eb1a7c95641da67ae7d611,95,"Yes. In normal play, I use the vowels first. When pretending I used some consonants first. The most difficult part was to take it very slow. It became apparent to me, that when the word was known, the slower the players guessed",0,0,1
5fb3d71c3144730009fe4a7b,94,I looked at patterns to see if they chose letters opposite of real word. The hardest part was coming up with letters that were logical but not the actual letter. I pretty much guessed and I looked at how much time passed before the person guessed. ,0,0,1
5a7a1973000dab00018c3410,93,for both of them there was no strategy i just went with my gut.,0,0,0
5d8d12f6d88e3a00142c9751,92,"My strategy for pretending I didn't see a word was to guess vowels first and then fill in consonants based on which vowels were in the word. It wasn't difficult to pretend; I just wasn't very good at it. Similarly, I had a very difficult time guessing who the pretenders were and who was playing for real. I tried to just go with my intuition, but I wasn't very accurate.",0,0,1
580a494da38f4a00012ebfdc,91,My strategy was to pick at the vowels first just like I normally would.  Then move on from there.  The hard part about pretending was pretty much just picking what random letters seemed to make sense.  Players that were more for real took longer and had a larger amount of mistakes.  People that knew what the word was tried to make the guessing time longer.  ,0,0,1
5e8ccdf9b3423e07b04b4853,90,My strategy was choosing the same letter scheme I would in a game where I didn't know the word. My strategy for determining who was pretending was to watch who was going slowly.,0,1,1
58f3760092ac81000154f8af,89,"I didn't really have a strategy. I just tried to act to the best of my skills that I didn't know the word. It was difficult seeing people pretend because a lot of the replays took the Wheel of Fortune route with guessing R,S,T,L,N,E. So in my mind I couldn't tell if they were Wheel of Fortune watchers who know the most common letters in the English language or if they know the word and are trying to fake it. ",0,0,0
60f4e3ab507bbb123f866e88,88,"I tried to use common vowels like a, e, and i. I did not want to make things obvious. Someone who waited a while to find the next word was playing for the first time.",0,0,1
5e9ce0a46976671ceda6082a,87,not select the letters in order. It was difficult to tell who was pretending. I tried to see if they guessed right.,0,0,1
58adfc6e7cf56d0001f931a2,86,"Not really, I just kind of went through the mentions to figure how how to make it ""pretend.""",0,0,0
5dc483cf74939e34e55c3619,84,"I just tried to play normally -- which for me is exploring vowels first, though IOWA was one of two possible choices. ",0,0,1
5d615f7632cfbd001b1b6dcb,83,Check vowels first,0,0,1
62734ce38db73cd5bd81a36f,82,I used my normal strategy and then played it based on the letters that showed up. I tried to determine if people were using normal thought process or trying to make me think they didn't know. ,0,0,1
628f76b86068bc13224921ce,80,"I tried to use the same strategy for the pretend session as I did for the first, real session. In this case, I guessed vowels first and then made a few mistakes to make it look more authentic. The most difficult part about pretending was making sure that I took long enough to look realistic.The main strategy I had for telling between fake and real players was the amount of time they took to answer the questions and the number of mistakes they made.",0,0,1
5e9c8deb90dd470441c7f98e,79,My strategy was to select the letters I would normally without seeing the word to start. I tried to imagine the game as blank and filling in as the letters populated. I did not have a strategy for real vs pretend.,0,1,0
628277d1d5efc2ba7e3f96ed,78,I chose vowels first. Then the RSTNL tactic from Wheel of Fortune for the most part. I found it easy to pretend? For players that took too long.. that looked fake. ,0,0,1
5f7a28b8bedcf2112ebd1289,76,I just thought I would try vowels first in an attempt to look like I was playing a normal round and not pretending.,0,0,1
62730c9848db9da9ff3bf670,75,Not really,0,0,0
60fbed5d2532f7768e7b5a29,74,"I tried to dance around the word at first and choose vowels that didn't belong and gradually get a letter to make it look like I was struggling. For telling between players, I had no strategy. It was just random guessing.",0,0,1
57dd186e6598aa0001992616,73,I tried to play normally when I saw the word.  I would rather play not knowing the word than pretending.  My strategy for trying to decide if they knew the word or not was seeing how many errors they made and how long it took them.,0,0,0
5a135875074b1900012527a9,72,I was just seeing the timing of how fast they started out. ,0,0,0
62964d27c2b2866faa677493,71,no particular strategy,0,0,0
600e661d49a93a6ec48ebb45,70,"Strategy was to click some wrong letters on purpose, when pretending. I had no strategy when looking at the other players.",0,0,1
603862f99e00971c55fe0874,69,Trying to figure out what people would choose was the hardest part; I started with a routine set of letters I'd use as if I had no idea what the answer was to try to be normal. I had no good strategy for players and pretenders - I was terribleat it.,0,1,1
5fa4c21a04bc5912180291bc,68,"I mean.. ..The best I could do was try intentionally ""acting dumb.""Which, for some words, was fine....But for certain others, eventually the pretense had to be dropped.There could be no strategy.And I think it's a little unfair.. ..Some people just are good at hang-man!Especially when given a context clue to work with, they can still narrow their options down.",0,0,1
5fbb2540b981f7c1e0fca5ff,67,I played it as if i was playing and did not know the word. I looked at how much time it took to pick the letters and how realistic it looked when deciding if they knew in advance,0,1,0
604d8f415e948938fd60b536,66,"kkeping strategy of vowels first, popular consonants and pacing ",0,0,1
5a9262251eda410001360b2c,65,"I thought through how my mind worked when I was presented with the words I didn't know. I know I tended to go with vowels first, so for those words I knew, I picked vowels first. Then I'd pick letters like R, S, T, etc. But it was hard to guess at which point I'd know the word; I just tried my best to imagine myself in a scenario where I didn't know what it was. For some players, they took too long to guess the first letter, so that seemed a little ingenuine to me. But for other players, it looked like they knew what it was and were pretending, but they turned out not to know.",0,1,1
61210b5c3f465c51a7f4166a,64,I tried to guess the same as before and made the same mistake as before when guessing. The hardest thing to pretend was the word I could see but then I had to pretend. Those who pretend have completed it in a quick time and those who do not pretend will probably make a mistake and end up doing it right. I usually choose those who made mistakes and those who answered late as acceptable. Thank you.,0,1,0
612fd3208d3decaf3ec80bcc,63,I couldnt tell if other players knew the truth or was pretending and I didnt have a strategy ,0,0,0
62740cf8e39eba1055ef571b,62,I'll count how many letters for that particular word first then think of all the words relating to the topic that fits. The difficult part about pretending is having to imagine how people will approach guessing the word. I really have a hard time telling apart who pretends to know the word. I guessd by the speed they go about the game. ,0,1,1
5e3cddaa64dfd70d85a5ef3f,61,"I pretended by selecting the vowels first. I feel that that is what someone would do that is playing the game for real. What was most difficult about pretending was to figure out what letters a real person playing would most likely pick. To tell who was fooling, I just tried to see how quickly they solved the puzzle or what letter sequences they picked. It wasn't a very good strategy because I was fooled a few times.",0,1,1
60f6e261d3ae19349059a473,60,I did not.,0,0,0
615dd0b0a024ba4f4b4f7c24,59,"I used the same strategy for pretending as for playing normally. I always try to figure out the vowels first. Then, based on how many vowels and what vowels are in the word, I guess consonants. The most difficult thing about pretending was having to type the word in so that I had actually seen the word and couldn't ignore it. I tried to evaluate if the letters they chose and the timing of their choices were more normal or more exaggerated (too slow or too quickly for the word).",0,0,1
60fb383e30537b88f361934e,58,"For my strategy, I tried to take the blue letters out of my focus for a move or two, and play as if I did not see them.  Most difficult was choosing letters that are sensible for someone really trying.  Telling between players was the time taken to make a choice in the beginning, and the letters chosen being a little too good or not.",1,1,0
5efcefeac4b0aa115037925a,57,"In the pretend game, I picked the letters I would have picked first if I was playing normally so it looks real. And i looked out for that when telling between real and pretend players.",0,1,0
61037870224cbf560e7709e4,56,My strategy was to try to go the same speed as I performed normally. It was hard to try not to hover over letters or seem like I purposely skipped trying a certain letter since I knew it belonged. I tried to look for small errors made by the other players but that can be a little tough.,0,1,0
5d4a41890e604c00011ade8b,55,I tried to pretend like i was working it out myself when pretending. It was difficult to determine which letters to fake click. Pretenders were easier to figure out because they would get to the answer too quickly. People that played for real tend to not guess for a while because they think about what it could be so they can win in less guesses.,0,1,0
55b424e1fdf99b526efcf8d0,54,"I tried to play how I normally would(Choose vowels, then most likely letters that follow them). It was hard to act like you don't know something though. When I was looking at other players, I just looked to see if they used any of my same tricks in general. ",0,1,1
5e2b0f49e0c1bf14ffba5b1b,53,"my strategy was to count the boxes and disregard the letters shown within. the most difficult part was having to pretend during easy words like tooth or iowa. i determined which players were faking it and which werent by the speed in which they put in each letter, which letter it was and how obvious the words seemed",0,0,1
60fcd2e26a72c518d0b60738,52,I started with the same common letters like I would normally,0,1,1
628f83dc5398c04bac86f9e6,51,Trying to convince people that I didn't know what I was doing,0,0,0
6296a7ccbfe7eb8f3287569e,50,It was pretty hard to tell who was pretending. ,0,0,0
62a0e1cae57335ec1e5bea37,49,"I used a normal strategy of using vowels so that I could naturally guess without looking random. It was difficult to figure out when a person would naturally ""see"" the word and be able to guess it rapidly on their own. For guessing pretenders, it seemed most fakers faked either at the start or the end, then rapidly filled the answer.",0,1,1
5e72e0d8adc903240ac70891,48,"I tried to fool people by picking first the vowels and then the most common letters like ""r"" and ""n"" and ""l"" and then if it was inevitable I would guess the letters that made the word. I reasoned other people did the same thing. ",0,1,1
6101c5bffd584fdda7def135,47,"If the person crossed out the vowels at a normal rate, then I thought they were playing for real. If they pondered too long on an easy guess, I also thought they were pretending.",0,0,0
5b9845dfae52a00001482c02,45,"I tried to pick an initial letter at random, even if that letter was correct. The most difficult part was trying to make it seem like I had no previous knowledge, but not pick letters so randomly that it seemed like it was intentional. No strategy for seeing what was and wasn't pretenders, just intuition.",0,0,1
55c43918fdf99b080551e044,44,"I tried to imagine myself playing the game without knowing the answer. I guessed letters that I normally would if I didn't know the answer. However, if I figured out the answer too quickly, I tended to slow down intentionally in order to seem like I was still figuring things out. The most difficult thing about pretending wasn't that I knew the answer, but rather that the answer was unusual. ""Dalai Lama"" was one example of this. I wouldn't ever figure that out on my own. I would think the answer was a celebrity or athlete. Knowing the answer beforehand actually made things harder because I knew I eventually needed to give my correct answer, but I didn't know when to do so. I ended up stalling for a long time to pretend like I didn't know what the answer was, but it wasn't realistic. I would've ended up waiting 5 minutes or longer if I really wanted to make things realistic, but I didn't want to waste time doing that. As for telling which players who were pretenders, I had the strategy of seeing if anyone took extra long to answer obvious answers. That would mean they were pretending. However, I was wrong. For example, I thought for certain if a person had ""Taylor S___T"" that they would immediately find the answer. When the person stalled for a super long time, I thought they were just pretending. Apparently, they really were actually taking a super long time to figure out that it was Taylor Swift. Besides that strategy, I figured if a person was taking a lot of random guesses for no reason, that would mean that they were pretending.",0,0,1
60833ce5197d68cff9df1b83,43,"When I was pretending, I tried to keep a pattern of starting with high frequency letters.  I looked for the same when trying to guess if the other person was faking, but it didn't work that well.",0,0,1
5c03217b1a20110001e979f0,41,"It was hard, but I just tried to act as someone would when playing the game normally.  For telling which player were pretending I looked for them going for the correct letters right away. ",0,1,0
6108716bd7e84ed9917914ac,39,I tried to think of other words it could be and then guess the real word. I looked for players that seemed intentionally slow when guessing who was playing and who was pretending.,0,0,1
62b347618b52904682bf1ca7,38,"I used my normal strategy of guessing vowels and rlstne to start and going from there. Pretending was a little tricky, but most words have something going from there. I went off of gut feelings for telling who was who, it worked out about half the time. ",0,0,1
5d9eb6d611b7c400172aa975,37,The hard part was timing it to appear like I had no idea what the word was. I based the whole thing on timing actually.,0,0,1
5f0632802b566a17e81a5f5f,36,"NO. I JUST ACTED LIKE I DIDN'T KNOW THE WORD AND PRESSED OTHER KEYS TO ACT LIKE I DIDN'T KNOW. TO GO SLOW SO THEY WOULDN'T CATCH ON .NO, I DIDN'T HAVE A STRATEGY FOR PRETEND AND REAL",0,0,1
5ef42ba59401801d9f859e2d,35,I could tell when they would guess a letter that went with a word that they should know is already wrong just to make it look like guessing,0,0,0
62b221c49bc98c02c5484b33,34,"I tried to look at other possible words that could fit with the scenario and letter length, and chose letters that I would choose for that word.The most difficult part about pretending was that a lot of the words I was asked to ignore would have been my first or only guess, so trying to think of what others might do was difficult.No strategy for telling between pretenders or those guessing for real, just trying to compare with what I did for each. I think some of my real guesses (like for strawberry) felt like they came to me faster than pretending, because I didn't have to hold back and there was only one word that really fit there. I tried to look at that when guessing who was pretending and who wasn't.",0,0,1
60fd07af32cee8d5283ae8fb,33,"I used common letters first like I normally would.  It was difficult not acting too oblivious to what the word was. For figuring out who was pretending, I looked for unusual patterns.",0,0,1
5aebb2f6aa05510001ff6561,32,I guessed the letters I usually guessed when playing Hangman first. The most difficult part about pretending was trying to not guess the word too fast. I can tell who were pretending with their guesses. If they guessed an uncommon letter first or if they guessed the word much faster than I did then I just assumed that the player was pretending.,0,0,1
594a9305647e0600014f7c3d,30,"Went with random vowels first. I guess I could already 'see' the word, so that was hard.I tried to see if they were trying too hard, or if it was an obvious answer that someone would get quicker.",0,0,1
62a489a999690e9aaf9dc159,29,"I tried to follow the choices I used (E, S, etc.) when guessing. When It looked like I should be able to complete the word, I filled it in.",0,1,1
5df4ed2eae7b303760a9d47c,28,selecting letters that wouldn't make it obvious what the answer was. I had a tough time decided between pretending and real. I went with vowels to start ,0,0,0
5e58376293597e044d5af47a,27,"I tried to guess which letters I would have started with given the number of letters in the word.  Playing for real vs. for pretend my strategy was if they tried to throw in random letters to try and throw off track.  The most difficult thing about pretending was trying to decide at what point I would ""know"" the word. ",0,1,0
60674e08ad872b4cd378a9df,26,"I tried to think of another word that had that many letters and when I thought of another word, I took a letter from it. Other times I would just use vowels, because that's a really common strategy, and I'd act like I had a moment of realization by starting to click more letters increasingly faster. What was most difficult about pretending was coming up with what letter to pick so it doesn't look like you already knew the word. I had a strategy for telling pretend players to real players--sometimes the pretenders would pick letters that didn't make sense according to the previous letters they chose and the type of word. For example, when the phrase was ninety six, a player picked ""a"", but in numbers there are like no two-digit numbers with the letter a.",0,0,1
6047ce1fc717c2078388a26c,24,The most difficult was trying to think how I would respond without knowing the word and acting rightfully so. My strategy was that if I chose one letter that worked I would choose the next letter that may compliment that letter such as T complimenting S or H. If Q I would then use U or R. I used my own strategy to compare to others. So if they were too quick or guessed oddly. Seeing how easy someone answered Iowa made me question it since I had a lot of trouble.,0,1,1
